StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1,Q3.1,Q3.2,Q3.3,Q3.4,Q4.2,Q4.3,Q4.4,Q4.5_1,Q4.7,Q4.8,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q7.1_1,Q7.2_1,Q7.3_1,Q7.4,Q7.5,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q392_First Click,Q392_Last Click,Q392_Page Submit,Q392_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q371_First Click,Q371_Last Click,Q371_Page Submit,Q371_Click Count,Q393_First Click,Q393_Last Click,Q393_Page Submit,Q393_Click Count,Q374_1,Q375_1,Q376_1,Q377_1,Q378_1,Q379_1,Q380_1,Q380_2,Q380_3,Q380_4,Q380_5,Q380_6,Q382_First Click,Q382_Last Click,Q382_Page Submit,Q382_Click Count,Q410_First Click,Q410_Last Click,Q410_Page Submit,Q410_Click Count,Q385_1,Q386_1,Q387_1,Q388_1,Q389_1,Q390_1,Q391_1,Q391_2,Q391_3,Q391_4,Q391_5,Q391_6,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11,Q12,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q14#1_1,Q14#1_2,Q14#1_3,Q14#1_4,Q14#1_5,Q14#1_6,Q14#1_7,Q14#1_8,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,NPS.2,NPS.3,NPS.4,NPS.5_NPS_GROUP,NPS.5,NPS.6,PROLIFIC_PID
2025-07-29 23:57:37,2025-07-30 01:12:13,IP Address,64.118.241.199,100,4476,True,2025-07-30 01:12:14,R_7nkqycbF0UNw0ba,,,,,42.8568,-80.7294,anonymous,EN,I agree and I want to participate,61006c4ed38cdb96e2ef96f3,Desktop,Other,English,18 to 24,Female,Bachelor's degree,Canada,"Service & Sales Workers – customer-facing roles (e.g. retail salesperson, waiter/waitress, hairdresser)","Yes, I will",2,2,3,5,3,2,5,Once a week,10,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,341.458,0,0,0,2775.899,0,6,1,6,7,6,5,1,4,6,5,6,3,0,0,55.629,0,3,4,7,3,3,4,"I feel as though the article was more focused so I could think more freely without having to think so hard to connect the dots within the article. But the article seemed very biased so I feel like my thoughts were being intentionally guided by the article with the language used and how it spoke about Zelensky and the situation  ",2,3,6,4,2,5,Yes,"Author very clearly has chosen a side and paints Zelensky in a negative light by saying he wants to continue this conflict because peaceful efforts would lead to an election which ""he fears the most"" and making it seem like he doesn't take this seriously as the country leader saying he is ""playing games"". It makes him seem like the bad guy and maybe he isn't completely innocent  but this article is very very one sided",1.746,442.582,443.939,33,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.746,442.582,443.939,33,"took a very very long time to generate a response ",Yes,"Helped me collect my thoughts and understand what the article was saying by making connections by going back and forth, causing me to reflect to be able to respond",Detractor,4,no,
2025-07-30 01:14:50,2025-07-30 02:47:47,IP Address,172.59.221.31,100,5576,True,2025-07-30 02:47:48,R_6SDKqh61zbS8B4a,,,,,35.3196,-80.7487,anonymous,EN,I agree and I want to participate,60bec2aeb32067ea868876ec,Desktop,Other,English,25 to 44,Female,"Some college/university, no degree",United States,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",5,6,1,3,7,6,3,Multiple times a day,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,31.464,31.464,608.108,1,0,0,3899.941,0,7,2,6,2,2,7,5,6,4,7,7,7,,,,,,,,,,,,,,,,,,,,,0,0,35.127,0,2,2,2,2,6,2,"I am intrigued by the subject of politics, but I am sometimes not in agreement with what the politicians are saying or how they respond to certain facts and data",1,2,1,5,3,5,Yes,"It seems biased, and it wants the readers to feel one way and one way only towards the facts being stated, whether they are true or not",10.931,80.643,81.843,11,Yes,No,Yes,No,No,Yes,Yes,No,10.932,80.643,81.843,11,Maybe a little faster to transcribe and respond to my responses,Yes,The responsiveness to my thoughts and being unbiased,Passive,7,,
2025-07-30 02:48:36,2025-07-30 03:15:57,IP Address,188.29.228.231,100,1641,True,2025-07-30 03:15:58,R_80odkHvBc4oZr3i,,,,,55.867,-4.2621,anonymous,EN,I agree and I want to participate,63039f41fa5c21d483996be2,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",7,7,1,1,7,7,5,Several times a week,1,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,0,0,310.4,0,0,0,620.172,0,6,1,7,2,1,5,5,6,7,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,75.948,0,2,2,1,1,5,4,I felt that there was not a lot of truth in the article,5,2,7,5,2,5,Yes,It is too heavily biased againsed zelensky,2.826,106.889,107.868,11,Yes,No,Yes,Yes,Yes,No,Yes,No,2.826,106.889,107.868,11,If it didn't repeat so much,Yes,The information that it gave me opened my mind a bit more,Passive,8,very good at understanding what i was saying,
2025-07-30 03:16:25,2025-07-30 04:41:29,IP Address,1.40.104.83,100,5104,True,2025-07-30 04:41:30,R_4KiNowQV2BWQKv5,,,,,-34.4268,150.8941,anonymous,EN,I agree and I want to participate,66460c47e103419718948296,Desktop,Other,English,18 to 24,Female,"Some college/university, no degree",United Kingdom,"Service & Sales Workers – customer-facing roles (e.g. retail salesperson, waiter/waitress, hairdresser)","Yes, I will",3,3,2,5,4,3,1,Once a week,7,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,0,0,143.123,0,0,0,1482.854,0,5,3,3,2,6,3,2,2,6,3,2,5,,,,,,,,,,,,,,,,,,,,,0,0,26.266,0,4,3,5,6,3,3,"I hadnt really heard much about the topic before, so the thoughts i had came quickly, to me, as an onslaught rather than being able to digest it slowly like i may be able to on a re-read. However I havent ranked it at 1, because I think i was able to critically think about the article, as i went, rather than just thinking emotionally. ",2,4,5,3,3,3,Yes,"The article clealy has an agenda, and is making claims that are likely not true, the article is implying that the country who has been worst off in the war would want it to prolong, which just doesnt seem likely. I also generally do not trust articles that are so one sided.",1.42,158.749,159.172,11,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.421,158.749,159.172,11,"I feel like it could use a bit more neutral language, I still feel as though it was arguing that the article was right, and not using enough neutral language to imply that the article was making claims. It did this already but could do so to a further extent",No,"It was able to summarise what the article was claiming, which was helpful, and was able to pose questions that made me critically think about and engage with the information presented.",Detractor,3,N/A,
2025-07-30 04:45:50,2025-07-30 04:47:24,IP Address,47.135.185.220,100,93,True,2025-07-30 04:47:25,R_7Et0gHpSlYDdVJt,,,,,34.5251,-82.6307,anonymous,EN,I agree and I want to participate,67c585f8e60aec06bb2e7863,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 04:53:53,2025-07-30 05:23:42,IP Address,35.146.87.16,100,1788,True,2025-07-30 05:23:43,R_3QrgZz1coeZtJOz,,,,,32.9657,-96.8825,anonymous,EN,I agree and I want to participate,6202997def1cb18a1337c483,Desktop,Other,English,18 to 24,Female,Bachelor's degree,United States,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",4,6,2,3,5,5,1,Multiple times a day,8,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,103.847,0,0,0,1138.391,0,3,3,5,4,2,2,2,4,3,5,6,4,27.35,27.35,35.256,1,4,3,2,2,2,6,"I've watched the Ukrainian president try to earn help from the US for a while now, letting my opinion be dictacted solely by this article and not history would be a grave oversight.",5,1,6,2,2,4,Yes,"There are no passages that paint Russia in any bad light despite Russia being known for bending the truth, while only showing Ukraine in a negative light (""They're simply playing games. For them, it's not a serious or meaningful negotiation"" and ""Zelensky doesn't want meaningful negotiations and only seeks to prolong the conflict"").",1.3,194.028,201.823,12,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.3,194.028,201.823,12,Make it push back against you a bit. It felt like I was chatting with a very agreeable brick wall.,No,I have no need for AI in this manner.,Detractor,0,,
2025-07-30 05:54:09,2025-07-30 06:32:04,IP Address,105.12.4.199,100,2274,True,2025-07-30 06:32:04,R_8JmCGusipoAZsmy,,,,,-26.1917,28.0523,anonymous,EN,I agree and I want to participate,5f7f07d317a72e01b1c57f27,Desktop,Other,English,25 to 44,Female,Bachelor's degree,South Africa,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",1,1,7,7,2,1,4,Once a day,10,online news websites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,759.387,0,852.241,852.664,854.983,2,7,7,7,7,1,2,5,4,4,6,2,7,0,0,55.583,0,7,7,1,1,3,3,I was very focused on the conversation and absorbing all the details,5,5,2,6,5,7,,,24.287,50.679,52.056,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,24.287,50.679,52.056,9,I liked it  a lot,Yes,that not all news contain the truth,Promoter,10,no,
2025-07-30 06:34:43,2025-07-30 07:14:33,IP Address,165.86.71.72,100,2390,True,2025-07-30 07:14:34,R_9MG4mGlPnqoppfH,,,,,-27.4417,153.0197,anonymous,EN,I agree and I want to participate,5c3c1728bc64440001349812,Desktop,Other,English,45 to 64,Male,Master's degree,,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",5,6,1,1,6,6,3,Multiple times a day,8,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,0,0,204.447,0,0,0,1434.834,0,6,3,6,6,6,6,1,1,7,2,1,3,,,,,,,,,,,,,,,,,,,,,0,0,69.34,0,6,2,6,6,5,6,Because I was reading the content and trying to evaluate whether I thought it was accurate and true or biased and trying to influence me personally and the public narrative.,4,2,7,2,1,3,Yes,Because I dont think the weaker party in a conflict has a good motivation to keep the conflict going.  Surely they want to negotiate for peace in a timely fashion to stop the conflict. If anyone is delaying it is likely the more powerful Russians,2.145,84.077,84.969,12,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2.145,84.077,84.969,12,I thought it was really good but it came back to the same points over and over and made it a little boring after a bit.,Yes,"It made me think about how it used limited data and justification to extrapolate on ideas and make them sound real and justified. ",Passive,7,,
2025-07-30 07:15:30,2025-07-30 07:16:49,IP Address,50.145.45.51,100,78,True,2025-07-30 07:16:49,R_5oF23g9eCZ0UlJb,,,,,37.7797,-122.4159,anonymous,EN,I agree and I want to participate,6709a18c842035499e0f1353,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 07:18:04,2025-07-30 08:47:57,IP Address,50.145.45.51,100,5392,True,2025-07-30 08:47:58,R_1o10PfP0oRS5Va1,,,,,37.7797,-122.4159,anonymous,EN,I agree and I want to participate,6709a18c842035499e0f1353,Desktop,Other,English,25 to 44,Female,Master's degree,United States,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",7,7,1,1,6,7,5,Several times a week,7,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",,0,0,494.552,0,0,0,1517.885,0,7,3,4,6,1,7,3,7,4,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,173.003,0,6,2,1,1,1,4,"While reading the article, I must admit that my feelings were a bit all over the place. I have some very big feelings when it comes to the contention between Russia and the rest of the world but for right now, I will just stick to the business between Russia and their Ukrainian neighbors. The war that has been transpiring between these two powerful forces could have and should have ended peacefully. The number of times when this idea was presented to President Putin it was immediately shot down. Also, say whatever you want about Vladimir Zelensky because it will do nothing to discredit his choice to stay in the middle of a national attack and fight alongside his people, for his home, his land of Ukraine. I am not a person who will so easily flip my support of a man who I believe with my whole heart and soul, is a modern day hero for the Ukrainian people. ",7,3,7,4,1,5,Yes,"Because it is presenting to the reader only one side of this coin. The article is a glowing and complimentary narrative that is highlighting the Russian leader's actions, choices, strategy, reasoning, and motivations. As a person who does have personal interest in politics, world trade, Forex, and                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   democracy for myself, my nation and hopefully sooner rather than later the rest of the freedom and peace loving world, I have no choice when I see this kind of information that has been taken and spun to confuse and throw people around with no consideration for what is true or what is right for the betterment of the future of the entire world. I am so damn sick of anybody who has the nerve to look at the world, in its entirety, and not see enough resources, space and compassion for all of us. I am over this one sided, dooms day, flat earth, dictatorship, GARBAGE.",2.973,1407.889,1409.363,28,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2.974,1407.889,1409.363,28,"Nothing comes to my mind right away, it is very good.",Yes,I honestly do not know.,Detractor,3,no,
2025-07-30 09:04:04,2025-07-30 11:24:09,IP Address,102.215.76.98,100,8405,True,2025-07-30 11:24:10,R_2M58tNyQztayXHB,,,,,-1.2841,36.8155,anonymous,EN,I agree and I want to participate,665f1e20eb2820b3150aafb7,Desktop,Other,English,18 to 24,Male,Associate degree,Kenya,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,6,2,1,7,6,6,Several times a week,8,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,578.261,578.261,1623.174,1,590.899,704.468,4865.562,2,7,7,7,7,7,7,5,6,4,5,5,7,,,,,,,,,,,,,,,,,,,,,0,0,11.529,0,7,7,7,7,7,7," I took my time to think about the important points it raised. The story is about serious issues like fairness in admissions, rules from the court and safety for students. It wasn’t something I just skimmed or reacted to quickly. For example, I thought carefully about what the court said and how the government is handling the situation. It needed clear thinking to understand what it all means for Harvard and its students.",3,5,4,6,5,6,No,"The article primarily reports facts but occasionally focuses heavily on government criticism without sufficient balance, which can give the impression of slight bias, although not outright propaganda.",62.579,630.266,632.655,11,Yes,No,Yes,Yes,Yes,Yes,Yes,No,62.579,630.266,632.652,11,N/A,Yes,"The tool clearly explained different ways propaganda shows up in news, like exaggeration which made it easier to recognise biased language and think critically about the information.",Promoter,9,N/A,
2025-07-30 11:17:12,2025-07-30 12:23:40,IP Address,105.245.100.251,100,3987,True,2025-07-30 12:23:41,R_8ptCEzwERsgxSbH,,,,,-25.757,28.1443,anonymous,EN,I agree and I want to participate,67221c54168b85024b1f7212,Desktop,Other,English,25 to 44,Male,Master's degree,South Africa,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",4,5,3,4,6,5,4,Multiple times a day,10,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,4.695,4.695,41.893,1,910.261,1363.508,1366.219,5,5,5,4,6,4,4,5,3,5,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.915,0,3,3,6,3,5,5,"It was interesting in reading news ",5,4,3,5,4,4,Yes,"Because all news are in one article ",63.182,259.014,261.123,18,Yes,Yes,Yes,Yes,No,No,Yes,Yes,63.182,259.014,261.122,18,"Nothing ",Yes,"Information is helpful ",Detractor,5,"No comments ",
2025-07-30 12:26:02,2025-07-30 12:28:32,IP Address,165.73.188.120,100,150,True,2025-07-30 12:28:33,R_8rDpnGjIV2AjvuK,,,,,-25.7862,31.0506,anonymous,EN,I agree and I want to participate,60670ac0fc7e169231369ab1,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 12:30:38,2025-07-30 12:31:28,IP Address,85.255.236.120,100,50,True,2025-07-30 12:31:29,R_25v98W3DUFDmGyU,,,,,51.4964,-0.1224,anonymous,EN,I agree and I want to participate,6719d46fdbfd7417400b9076,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 13:21:55,2025-07-30 13:52:07,IP Address,90.211.29.172,100,1811,True,2025-07-30 13:52:07,R_8I3ij1T6Vj1eppo,,,,,55.867,-4.3056,anonymous,EN,I agree and I want to participate,6616e90fd90e420b04c612ea,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",2,6,3,2,5,6,3,Multiple times a day,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,286.535,0,0,0,980.229,0,6,1,5,6,2,6,5,6,3,5,7,6,0,0,100.572,0,2,6,2,2,4,6,"The article was shorter. It focussed on a few details only and did not go into depth at all really. My thoughts were deliberate, in that I could predict what was going to happen in the article and the voice. ",5,6,3,5,5,6,Yes,"The voice seems like propaganda. Accusing Zelensky of not holding elections so he can keep power. It feels almost pro-Russian. The final sentence seems to favour Russia over Ukraine, and gives Russia the final voice in the argument. ",1.097,129.477,131.746,11,Yes,Yes,No,Yes,Yes,No,No,Yes,1.097,129.477,131.746,11,"None. ",Yes,It was clear and easy to see.,Detractor,5,none,
2025-07-30 14:02:15,2025-07-30 14:50:59,IP Address,5.151.98.234,100,2923,True,2025-07-30 14:50:59,R_8pEHnJDmGCsCRFO,,,,,53.4916,-2.3009,anonymous,EN,I agree and I want to participate,677bf069c64e31606c2bd260,Desktop,Other,English,18 to 24,Male,Bachelor's degree,,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",4,5,3,4,6,5,4,Once a day,7,"traditional media (e.g. newspapers, TV news channels),online news websites",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,381.237,0,2105.425,2105.425,2106.068,1,7,1,6,2,2,2,6,6,4,6,6,6,0,0,77.484,0,7,1,1,1,1,1,"there was a lot of information about the topic so it was easy for my mind to wander ",6,6,4,6,4,5,No,i don't think it is because its just stating what the world leaders themselves has stated,1.435,75.162,77.42,13,No,No,No,No,No,No,No,No,1.435,75.162,77.42,13,it took ages to reply,No,it was insightful,Detractor,5,,
2025-07-30 14:57:08,2025-07-30 15:03:03,IP Address,90.248.149.69,100,355,True,2025-07-30 15:03:04,R_8FPQk9ejeBQjWsx,,,,,50.7654,-1.9063,anonymous,EN,I agree and I want to participate,680c1a5619162df5552417a1,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 15:03:10,2025-07-30 15:03:30,IP Address,90.248.149.69,100,20,True,2025-07-30 15:03:31,R_8yfmZzEofOlTTlO,,,,,50.7654,-1.9063,anonymous,EN,I agree and I want to participate,680c1a5619162df5552417a1,Desktop,Politics,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 15:03:38,2025-07-30 15:49:40,IP Address,90.248.149.69,100,2761,True,2025-07-30 15:49:41,R_2EWJVDLtq7uqbFa,,,,,50.7654,-1.9063,anonymous,EN,I agree and I want to participate,680c1a5619162df5552417a1,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,7,2,2,6,6,6,Once a day,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,4.447,191.765,265.914,6,729.108,1219.046,1327.246,2,6,6,3,3,3,2,6,7,3,7,7,7,,,,,,,,,,,,,,,,,,,,,37.837,48.632,53.826,2,7,7,1,1,6,6,"My thoughts felt more deliberate while reading the article because the claims made by the Russian diplomat seemed strategic and politically motivated, prompting me to think critically about the source and intent.",5,6,2,7,5,7,Yes,"The article feels propagandistic because it only presents Russia’s viewpoint, mainly through the statements of a Russian diplomat, without offering Ukraine’s side or independent analysis. It also uses emotionally charged language like “playing games” and suggests Zelensky fears elections, framing him as selfish and manipulative.",6.283,159.457,167.511,19,Yes,No,Yes,Yes,Yes,Yes,Yes,No,6.283,159.457,167.511,19,,Yes,"I found the tool most helpful in clearly presenting quotes alongside the question of whether they contain propagandistic elements. ",Promoter,10,No other comments.,
